MAS: Financial Database - Domestic Interest Rates

Domestic Interest Rates (Daily)
Jan 2013 to Apr 2026


SORA Value Date,,,SORA Publication Date,SORA,SORA Index,Compound SORA - 1 month,Compound SORA - 3 month,Compound SORA - 6 month,Aggregate Volume of SORA Transactions (S$ MILLIONS),Highest Transacted Rate,Lowest Transacted Rate,SORA Calculation Method
,,18,19 Feb 2025,2.5261,1.0992476195,2.6428,2.8077,3.0497,2470,2.7500,1.9000,Normal
,,19,20 Feb 2025,2.4639,1.0993218233,2.6497,2.8011,3.0437,2364,2.8000,1.8000,Normal
,,20,21 Feb 2025,2.4630,1.0993960049,2.6565,2.7959,3.0388,3830,2.8000,1.8000,Normal
,,21,24 Feb 2025,2.3548,1.0996087877,2.6232,2.7752,3.0247,1399,2.5500,1.6000,Normal
,,24,25 Feb 2025,2.2661,1.0996770569,2.5971,2.7661,3.0194,2042,2.5500,1.5000,Normal
,,25,26 Feb 2025,2.4175,1.0997498916,2.5759,2.7590,3.0149,1081,2.5000,1.7000,Normal
,,26,27 Feb 2025,2.3922,1.0998219689,2.5539,2.7534,3.0103,2629,2.6000,1.6000,Normal
,,27,28 Feb 2025,2.6412,1.0999015539,2.5430,2.7518,3.0066,2816,2.9500,1.5000,Normal
,,28,03 Mar 2025,2.4846,1.1001261688,2.4637,2.7291,2.9814,1284,2.9500,1.6000,Normal
,Mar,03,04 Mar 2025,2.3344,1.1001965287,2.4524,2.7208,2.9745,3657,2.7000,2.1600,Normal
,,04,05 Mar 2025,2.2903,1.1002655638,2.4407,2.7129,2.9679,2262,2.5500,1.5000,Normal
,,05,06 Mar 2025,2.3176,1.1003354261,2.4386,2.7078,2.9614,3179,2.5000,1.7000,Normal
,,06,07 Mar 2025,2.3425,1.1004060435,2.4335,2.7018,2.9544,1742,2.6000,1.5000,Normal
,,07,10 Mar 2025,2.1455,1.1006000918,2.3937,2.6736,2.9306,1999,2.4000,1.5000,Normal
,,10,11 Mar 2025,2.1148,1.1006638603,2.3783,2.6624,2.9229,3396,2.4000,1.4000,Normal
,,11,12 Mar 2025,2.1251,1.1007279431,2.3665,2.6518,2.9150,3412,2.4000,1.5000,Normal
,,12,13 Mar 2025,2.0822,1.1007907358,2.3514,2.6395,2.9069,1987,2.4000,1.4000,Normal
,,13,14 Mar 2025,2.2434,1.1008583937,2.3422,2.6282,2.8997,3900,2.6000,1.5000,Normal
,,14,17 Mar 2025,2.3683,1.1010726811,2.3374,2.5997,2.8799,3646,2.7000,1.5000,Normal
,,17,18 Mar 2025,2.3416,1.1011433187,2.3384,2.5917,2.8737,4522,2.6000,1.7000,Normal
,,18,19 Mar 2025,2.4421,1.1012169927,2.3354,2.5857,2.8682,2561,2.6500,1.7000,Normal
,,19,20 Mar 2025,2.4428,1.1012906928,2.3347,2.5796,2.8645,3252,3.0000,1.5000,Normal
,,20,21 Mar 2025,2.4805,1.1013655353,2.3353,2.5712,2.8604,2412,2.7000,1.7000,Normal
,,21,24 Mar 2025,2.6484,1.1016052769,2.3668,2.5569,2.8515,3950,2.9000,1.8000,Normal
,,24,25 Mar 2025,2.7645,1.1016887122,2.3846,2.5571,2.8495,2811,2.9500,1.9000,Normal
,,25,26 Mar 2025,2.9409,1.1017774781,2.4034,2.5592,2.8482,3231,3.1000,2.0000,Normal
,,26,27 Mar 2025,2.9829,1.1018675190,2.4245,2.5641,2.8458,3190,3.2000,2.1000,Normal
,,27,28 Mar 2025,2.3592,1.1019387389,2.4144,2.5618,2.8404,2599,2.5500,2.0000,Normal
,,28,01 Apr 2025,2.1392,1.1021970696,2.3770,2.5507,2.8140,2657,2.5000,1.8000,Normal
,Apr,01,02 Apr 2025,2.0073,1.1022576844,2.3616,2.5496,2.8044,3268,2.4000,1.5000,Normal
,,02,03 Apr 2025,2.1983,1.1023240705,2.3523,2.5460,2.7966,3079,2.5000,1.6000,Normal
,,03,04 Apr 2025,2.2206,1.1023911341,2.3486,2.5400,2.7889,3263,2.6000,1.7000,Normal
,,04,07 Apr 2025,2.3164,1.1026010173,2.3486,2.5243,2.7683,3530,2.6500,1.7000,Normal
,,07,08 Apr 2025,2.5884,1.1026792083,2.3629,2.5221,2.7632,3723,2.8500,1.8000,Normal
,,08,09 Apr 2025,2.3872,1.1027513265,2.3707,2.5171,2.7576,2513,2.6000,1.5000,Normal
,,09,10 Apr 2025,2.3326,1.1028217999,2.3768,2.5108,2.7522,2917,2.6000,1.6000,Normal
,,10,11 Apr 2025,2.3009,1.1028913200,2.3828,2.5018,2.7477,3458,2.6500,1.7000,Normal
,,11,14 Apr 2025,2.3021,1.1031000021,2.3975,2.4768,2.7344,3242,2.6500,1.7000,Normal
,,14,15 Apr 2025,2.2749,1.1031687539,2.3945,2.4695,2.7299,2690,2.5500,1.7000,Normal
,,15,16 Apr 2025,2.2840,1.1032377851,2.3918,2.4635,2.7257,2864,2.5000,1.7000,Normal
,,16,17 Apr 2025,2.2553,1.1033059531,2.3881,2.4612,2.7221,2666,2.5500,1.7000,Normal
,,17,21 Apr 2025,2.1960,1.1035714720,2.3583,2.4588,2.7052,2826,2.5000,1.6000,Normal
,,21,22 Apr 2025,2.1530,1.1036365676,2.3423,2.4551,2.7001,2517,2.5000,1.6000,Normal
,,22,23 Apr 2025,2.1405,1.1037012891,2.3258,2.4501,2.6946,4281,2.5000,1.5000,Normal
,,23,24 Apr 2025,2.1801,1.1037672118,2.3107,2.4407,2.6897,2843,2.5000,1.5000,Normal
,,24,25 Apr 2025,2.1602,1.1038325367,2.2912,2.4305,2.6853,2825,2.5500,1.5000,Normal
,,25,28 Apr 2025,2.1066,1.1040236600,2.2277,2.3991,2.6698,2986,2.4500,1.5000,Normal
,,28,29 Apr 2025,2.1769,1.1040895052,2.2290,2.3885,2.6649,3075,2.5000,1.5000,Normal
,,29,30 Apr 2025,2.1740,1.1041552666,2.2301,2.3778,2.6598,2205,2.4500,1.5000,Normal
,,30,02 May 2025,2.1673,1.1042863918,2.2393,2.3587,2.6453,1047,2.4000,1.5000,Normal
,May,02,05 May 2025,2.2953,1.1044947207,2.2443,2.3472,2.6309,2267,2.5000,1.5000,Normal
,,05,06 May 2025,2.2720,1.1045634717,2.2428,2.3460,2.6274,2748,2.5000,1.5000,Normal
,,06,07 May 2025,2.2252,1.1046308108,2.2398,2.3431,2.6238,4236,2.5000,1.5000,Normal
,,07,08 May 2025,2.1160,1.1046948491,2.2240,2.3385,2.6192,2145,2.4500,1.5000,Normal
,,08,09 May 2025,2.1975,1.1047613578,2.2177,2.3349,2.6142,2860,2.4000,1.5000,Normal
,,09,13 May 2025,2.2665,1.1050357623,2.2119,2.3241,2.5954,2528,2.5000,1.5000,Normal
,,13,14 May 2025,2.3946,1.1051082587,2.2150,2.3229,2.5923,2169,2.6000,1.5000,Normal
,,14,15 May 2025,2.1883,1.1051745138,2.2121,2.3204,2.5883,1526,2.5000,1.5000,Normal
,,15,16 May 2025,2.1552,1.1052397705,2.2078,2.3175,2.5841,2019,2.5000,1.5000,Normal
,,16,19 May 2025,2.1210,1.1054324456,2.1983,2.3075,2.5697,2229,2.4000,1.5000,Normal
,,19,20 May 2025,2.1770,1.1054983778,2.1977,2.3042,2.5648,2482,2.4000,1.5000,Normal
,,20,21 May 2025,2.1250,1.1055627391,2.1953,2.3004,2.5602,1097,2.4000,1.4000,Normal
,,21,22 May 2025,2.1033,1.1056264467,2.1937,2.2976,2.5565,1908,2.2500,1.5000,Normal
,,22,23 May 2025,2.1348,1.1056911122,2.1935,2.2951,2.5512,1844,2.4000,1.3000,Normal
,,23,26 May 2025,2.2538,1.1058959347,2.2040,2.2919,2.5372,2432,2.4000,1.3000,Normal
,,26,27 May 2025,2.0800,1.1059589556,2.2031,2.2884,2.5326,3181,2.2000,1.5000,Normal
,,27,28 May 2025,2.1518,1.1060241557,2.2046,2.2829,2.5290,1353,2.2500,1.5000,Normal
,,28,29 May 2025,2.1189,1.1060883627,2.2027,2.2812,2.5255,1176,2.3000,1.5000,Normal
,,29,30 May 2025,2.1111,1.1061523370,2.2006,2.2795,2.5201,1465,2.2000,1.3000,Normal
,,30,02 Jun 2025,2.1001,1.1063432710,2.1931,2.2692,2.5070,1134,2.2500,1.3000,Normal
,Jun,02,03 Jun 2025,2.1229,1.1064076178,2.1875,2.2653,2.5024,1328,2.3000,1.2000,Normal
,,03,04 Jun 2025,1.8245,1.1064629230,2.1723,2.2597,2.4954,1564,2.3000,1.1000,Normal
,,04,05 Jun 2025,1.5620,1.1065102735,2.1486,2.2517,2.4874,1572,2.0000,1.0000,Normal
,,05,06 Jun 2025,1.4568,1.1065544369,2.1223,2.2423,2.4801,1794,2.0000,1.0000,Normal
,,06,09 Jun 2025,1.4724,1.1066883512,2.0537,2.2181,2.4565,1804,1.7000,0.9000,Normal
,,09,10 Jun 2025,1.5092,1.1067341105,2.0293,2.2112,2.4472,2830,1.7000,0.9000,Normal
,,10,11 Jun 2025,1.7832,1.1067881798,2.0136,2.2075,2.4398,3203,2.1000,1.0000,Normal
,,11,12 Jun 2025,1.8919,1.1068455478,2.0016,2.2050,2.4332,2437,2.1000,1.0000,Normal
,,12,13 Jun 2025,1.7439,1.1068984308,1.9847,2.2013,2.4252,2576,2.0000,1.0000,Normal
,,13,16 Jun 2025,1.7531,1.1070579242,1.9369,2.1825,2.4002,2337,2.1000,1.0000,Normal
,,16,17 Jun 2025,1.7685,1.1071115635,1.9255,2.1759,2.3925,2341,1.9500,0.9000,Normal
,,17,18 Jun 2025,1.6644,1.1071620477,1.9108,2.1685,2.3848,2956,1.9500,0.9000,Normal
,,18,19 Jun 2025,1.8111,1.1072169842,1.9007,2.1616,2.3783,1860,2.2000,0.8000,Normal
,,19,20 Jun 2025,1.7594,1.1072703551,1.8873,2.1542,2.3715,2445,2.0000,0.8000,Normal
,,20,23 Jun 2025,1.7930,1.1074335334,1.8555,2.1280,2.3475,2525,2.0000,0.8000,Normal
,,23,24 Jun 2025,1.6795,1.1074844905,1.8369,2.1174,2.3415,2465,1.9000,0.8000,Normal
,,24,25 Jun 2025,1.6785,1.1075354196,1.8183,2.1055,2.3355,4245,2.0000,1.0000,Normal
,,25,26 Jun 2025,1.7466,1.1075884175,1.8019,2.0925,2.3300,2821,1.9000,1.0000,Normal
,,26,27 Jun 2025,1.8108,1.1076433660,1.7932,2.0797,2.3258,3967,1.9000,0.9000,Normal
,,27,30 Jun 2025,1.6345,1.1077921695,1.7455,2.0607,2.3104,2017,1.9000,0.8000,Normal
,,30,01 Jul 2025,1.5598,1.1078395102,1.7155,2.0533,2.3072,1201,1.7000,0.7000,Normal
,Jul,01,02 Jul 2025,1.4297,1.1078829041,1.6932,2.0470,2.3033,1498,1.8000,0.7000,Normal
,,02,03 Jul 2025,1.4954,1.1079282939,1.6722,2.0392,2.2976,3118,1.6500,0.7000,Normal
,,03,04 Jul 2025,1.5695,1.1079759348,1.6637,2.0320,2.2910,1772,1.7500,0.8000,Normal
,,04,07 Jul 2025,1.4896,1.1081115875,1.6630,2.0046,2.2693,3083,1.8000,1.2000,Normal
,,07,08 Jul 2025,1.5986,1.1081601198,1.6672,1.9937,2.2627,2685,1.8500,0.8000,Normal
,,08,09 Jul 2025,1.6566,1.1082104151,1.6733,1.9856,2.2561,2964,1.8500,0.8000,Normal
,,09,10 Jul 2025,1.6217,1.1082596530,1.6771,1.9778,2.2490,3881,1.8500,0.8000,Normal
,,10,11 Jul 2025,1.6104,1.1083085500,1.6713,1.9701,2.2406,2660,1.8000,0.8000,Normal
,,11,14 Jul 2025,1.7048,1.1084638468,1.6621,1.9504,2.2181,2998,1.9000,0.8000,Normal
,,14,15 Jul 2025,1.6642,1.1085143867,1.6592,1.9436,2.2110,2881,1.9000,0.7000,Normal
,,15,16 Jul 2025,1.5284,1.1085608046,1.6517,1.9353,2.2039,2357,1.9000,0.8000,Normal
,,16,17 Jul 2025,1.5451,1.1086077317,1.6442,1.9274,2.1987,1779,1.7000,1.1000,Normal
,,17,18 Jul 2025,1.3029,1.1086473044,1.6322,1.9176,2.1934,3445,1.5000,0.6000,Normal
,,18,21 Jul 2025,1.3181,1.1087674119,1.5851,1.8885,2.1778,2972,1.5500,1.0000,Normal
,,21,22 Jul 2025,1.2996,1.1088068901,1.5687,1.8791,2.1712,2341,1.3500,0.7000,Normal
,,22,23 Jul 2025,1.4564,1.1088511330,1.5574,1.8715,2.1649,2755,1.6500,1.0000,Normal
,,23,24 Jul 2025,1.8136,1.1089062292,1.5619,1.8675,2.1581,3659,1.9500,1.0000,Normal
,,24,25 Jul 2025,1.9165,1.1089644544,1.5698,1.8648,2.1517,3540,2.1000,1.0000,Normal
,,25,28 Jul 2025,1.8852,1.1091362862,1.5853,1.8574,2.1323,2433,2.0500,1.0000,Normal
,,28,29 Jul 2025,1.7849,1.1091905245,1.5903,1.8531,2.1248,2296,1.9500,1.0000,Normal
,,29,30 Jul 2025,1.8668,1.1092472542,1.5981,1.8497,2.1178,2476,1.9500,1.0000,Normal
,,30,31 Jul 2025,1.8246,1.1093027044,1.6055,1.8495,2.1105,1704,1.8500,1.0000,Normal
,,31,01 Aug 2025,1.7516,1.1093559388,1.6117,1.8450,2.1056,727,1.8500,1.0000,Normal
,Aug,01,04 Aug 2025,1.5817,1.1095001581,1.6198,1.8230,2.0879,2700,1.8500,1.0000,Normal
,,04,05 Aug 2025,1.6645,1.1095507544,1.6254,1.8161,2.0826,1601,1.8000,1.0000,Normal
,,05,06 Aug 2025,1.6922,1.1096021950,1.6320,1.8098,2.0787,2117,1.8500,1.0000,Normal
,,06,07 Aug 2025,1.6030,1.1096509263,1.6356,1.8030,2.0738,3133,1.8000,1.0000,Normal
,,07,08 Aug 2025,1.6337,1.1097005930,1.6368,1.7978,2.0689,2858,1.9000,1.0000,Normal
,,08,11 Aug 2025,1.6067,1.1098471374,1.6345,1.7769,2.0535,3286,1.8000,1.2000,Normal
,,11,12 Aug 2025,1.6123,1.1098961622,1.6315,1.7698,2.0488,2859,1.8000,1.0000,Normal
,,12,13 Aug 2025,1.3941,1.1099385541,1.6215,1.7602,2.0426,1725,1.8000,0.9000,Normal
,,13,14 Aug 2025,1.3742,1.1099803426,1.6108,1.7491,2.0363,2478,1.6000,0.8000,Normal
,,14,15 Aug 2025,1.3053,1.1100200373,1.5992,1.7395,2.0301,2606,1.5000,1.0000,Normal
,,15,18 Aug 2025,1.1958,1.1101291355,1.5738,1.7088,2.0103,2601,1.5000,0.6000,Normal
,,18,19 Aug 2025,1.2518,1.1101672084,1.5716,1.6993,2.0032,2437,1.5500,0.7000,Normal
,,19,20 Aug 2025,1.4948,1.1102126735,1.5773,1.6919,1.9978,2199,1.8000,0.8000,Normal
,,20,21 Aug 2025,1.7069,1.1102645920,1.5899,1.6873,1.9936,2981,1.9000,0.6500,Normal
,,21,22 Aug 2025,1.5064,1.1103104139,1.5966,1.6808,1.9888,1098,1.7500,0.6500,Normal
,,22,25 Aug 2025,1.2648,1.1104258376,1.5516,1.6497,1.9711,1178,1.7500,0.6000,Normal
,,25,26 Aug 2025,1.1347,1.1104603581,1.5274,1.6375,1.9639,1397,1.6000,0.5000,Normal
,,26,27 Aug 2025,0.9504,1.1104892727,1.4972,1.6252,1.9559,2195,1.6000,0.4500,Normal
,,27,28 Aug 2025,0.8668,1.1105156445,1.4643,1.6111,1.9460,4325,1.2000,0.4000,Normal
,,28,29 Aug 2025,0.9728,1.1105452420,1.4380,1.5986,1.9407,4060,1.2000,0.4000,Normal
,,29,01 Sep 2025,1.0396,1.1106401343,1.3630,1.5638,1.9231,1319,1.2000,0.5000,Normal
,Sep,01,02 Sep 2025,0.7261,1.1106622285,1.3354,1.5488,1.9134,2118,1.2000,0.4000,Normal
,,02,03 Sep 2025,0.9315,1.1106905732,1.3144,1.5358,1.9049,2716,1.9500,0.6000,Normal
,,03,04 Sep 2025,1.4808,1.1107356337,1.3111,1.5320,1.9002,4206,1.9000,0.8000,Normal
,,04,05 Sep 2025,1.4707,1.1107803888,1.3048,1.5310,1.8957,2096,1.8000,0.9000,Normal
,,05,08 Sep 2025,1.7007,1.1109356576,1.3104,1.5387,1.8864,2173,1.9000,0.8000,Normal
,,08,09 Sep 2025,1.6383,1.1109855219,1.3115,1.5405,1.8836,3893,1.8000,0.7500,Normal
,,09,10 Sep 2025,1.7149,1.1110377199,1.3150,1.5427,1.8813,2258,1.9000,0.8000,Normal
,,10,11 Sep 2025,1.4302,1.1110812543,1.3093,1.5389,1.8775,1932,1.7000,0.6000,Normal
,,11,12 Sep 2025,1.3468,1.1111222517,1.3007,1.5329,1.8732,1996,1.6000,0.8000,Normal
,,12,15 Sep 2025,1.3736,1.1112476959,1.3022,1.5206,1.8591,2064,1.6000,0.8000,Normal
,,15,16 Sep 2025,1.3764,1.1112896006,1.3080,1.5165,1.8537,1441,1.6000,0.7000,Normal
,,16,17 Sep 2025,1.1235,1.1113238070,1.3057,1.5095,1.8468,1576,1.5500,0.6000,Normal
,,17,18 Sep 2025,1.1218,1.1113579627,1.3033,1.5036,1.8402,1691,1.5000,0.6000,Normal
,,18,19 Sep 2025,1.1129,1.1113918485,1.2988,1.4959,1.8329,2827,1.4500,0.6000,Normal
,,19,22 Sep 2025,1.5372,1.1115322675,1.2957,1.4879,1.8166,3035,2.0000,0.6000,Normal
,,22,23 Sep 2025,1.4201,1.1115755137,1.3007,1.4839,1.8099,2198,1.6000,0.7000,Normal
,,23,24 Sep 2025,1.3212,1.1116157497,1.3025,1.4800,1.8026,1688,1.5000,0.7000,Normal
,,24,25 Sep 2025,1.2180,1.1116528442,1.3010,1.4749,1.7941,2596,1.4000,0.6000,Normal
,,25,26 Sep 2025,1.3180,1.1116929855,1.3070,1.4703,1.7852,3600,1.7000,0.4000,Normal
,,26,29 Sep 2025,1.3773,1.1118188322,1.3503,1.4599,1.7669,2387,1.5000,0.5500,Normal
,,29,30 Sep 2025,1.3755,1.1118607310,1.3611,1.4571,1.7627,1785,1.5500,0.7500,Normal
,,30,01 Oct 2025,1.1990,1.1118972549,1.3771,1.4532,1.7553,1139,1.5500,0.5000,Normal
,Oct,01,02 Oct 2025,1.0402,1.1119289424,1.3876,1.4489,1.7500,1773,1.4000,0.5000,Normal
,,02,03 Oct 2025,1.0847,1.1119619865,1.3927,1.4444,1.7439,2983,1.2500,0.5000,Normal
,,03,06 Oct 2025,1.2469,1.1120759459,1.3623,1.4356,1.7267,1445,1.4000,0.9000,Normal
,,06,07 Oct 2025,0.9886,1.1121060664,1.3385,1.4302,1.7194,1482,1.4000,0.5000,Normal
,,07,08 Oct 2025,1.1621,1.1121414740,1.3206,1.4254,1.7115,2567,1.3000,0.5000,Normal
,,08,09 Oct 2025,1.2430,1.1121793477,1.3074,1.4209,1.7052,1984,1.4000,0.4500,Normal
,,09,10 Oct 2025,1.5033,1.1122251543,1.3003,1.4196,1.7007,2934,1.6000,0.8000,Normal
,,10,13 Oct 2025,1.4439,1.1123571495,1.3064,1.4121,1.6865,3505,1.5000,0.7000,Normal
,,13,14 Oct 2025,1.2878,1.1123963959,1.3035,1.4075,1.6809,2450,1.4000,0.5000,Normal
,,14,15 Oct 2025,1.2879,1.1124356467,1.3006,1.4034,1.6755,1902,1.3500,0.5000,Normal
,,15,16 Oct 2025,1.2249,1.1124729789,1.2956,1.4001,1.6696,1872,1.3000,0.5000,Normal
,,16,17 Oct 2025,1.1306,1.1125074381,1.2958,1.3956,1.6634,3132,1.2500,0.6000,Normal
,,17,21 Oct 2025,1.3384,1.1126706140,1.2973,1.3966,1.6445,2164,1.6000,0.7000,Normal
,,21,22 Oct 2025,1.2262,1.1127079936,1.2869,1.3958,1.6394,1675,1.3500,0.7000,Normal
,,22,23 Oct 2025,1.1649,1.1127435058,1.2784,1.3927,1.6340,1830,1.3000,0.7000,Normal
,,23,24 Oct 2025,1.1507,1.1127785862,1.2727,1.3854,1.6284,1929,1.2500,0.7000,Normal
,,24,27 Oct 2025,1.2447,1.1128924280,1.2667,1.3641,1.6138,2793,1.4000,0.7000,Normal
,,27,28 Oct 2025,1.1525,1.1129275679,1.2592,1.3561,1.6086,2185,1.3000,0.7000,Normal
,,28,29 Oct 2025,0.9414,1.1129562723,1.2447,1.3469,1.6018,2589,1.3000,0.5000,Normal
,,29,30 Oct 2025,0.9622,1.1129856117,1.2309,1.3371,1.5951,1717,1.3000,0.4000,Normal
,,30,31 Oct 2025,1.1456,1.1130205442,1.2282,1.3297,1.5927,2934,1.4500,0.7000,Normal
,,31,03 Nov 2025,1.3515,1.1131441809,1.2518,1.3203,1.5786,1469,1.4500,0.8000,Normal
,Nov,03,04 Nov 2025,1.0306,1.1131756113,1.2448,1.3143,1.5717,1076,1.4000,0.7000,Normal
,,04,05 Nov 2025,0.9741,1.1132053193,1.2360,1.3068,1.5644,1272,1.4000,0.6500,Normal
,,05,06 Nov 2025,0.8707,1.1132318746,1.2238,1.2978,1.5568,2355,1.4000,0.7000,Normal
,,06,07 Nov 2025,0.8568,1.1132580066,1.2196,1.2897,1.5493,1464,1.1000,0.6000,Normal
,,07,10 Nov 2025,0.9396,1.1133439806,1.1844,1.2675,1.5287,2702,1.1000,0.5000,Normal
,,10,11 Nov 2025,1.0879,1.1133771643,1.1729,1.2619,1.5222,1779,1.4000,0.6000,Normal
,,11,12 Nov 2025,0.9941,1.1134074879,1.1584,1.2551,1.5153,2318,1.2000,0.5500,Normal
,,12,13 Nov 2025,0.9166,1.1134354481,1.1414,1.2499,1.5079,2002,1.2000,0.5000,Normal
,,13,14 Nov 2025,1.0034,1.1134660569,1.1322,1.2459,1.5002,2029,1.1500,0.5500,Normal
,,14,17 Nov 2025,1.0216,1.1135595515,1.1135,1.2390,1.4816,1860,1.2000,0.5000,Normal
,,17,18 Nov 2025,1.2845,1.1135987396,1.1118,1.2400,1.4771,3086,2.0000,0.5500,Normal
,,18,19 Nov 2025,1.1555,1.1136339934,1.1059,1.2389,1.4718,1729,1.3500,0.6000,Normal
,,19,20 Nov 2025,1.2484,1.1136720827,1.1030,1.2362,1.4667,2117,1.4000,0.5000,Normal
,,20,21 Nov 2025,1.3935,1.1137146006,1.1047,1.2328,1.4627,1486,1.9000,0.7000,Normal
,,21,24 Nov 2025,1.6685,1.1138673320,1.1520,1.2434,1.4545,2581,1.9500,0.9000,Normal
,,24,25 Nov 2025,1.2670,1.1139059970,1.1527,1.2434,1.4491,1574,1.5000,0.7000,Normal
,,25,26 Nov 2025,1.0782,1.1139389015,1.1473,1.2428,1.4427,3136,1.2000,0.6000,Normal
,,26,27 Nov 2025,1.1713,1.1139746482,1.1450,1.2452,1.4377,3207,1.6000,0.7000,Normal
,,27,28 Nov 2025,1.2700,1.1140134084,1.1488,1.2496,1.4329,2687,1.4000,0.7000,Normal
,,28,01 Dec 2025,1.0518,1.1141097141,1.1455,1.2530,1.4117,1203,1.2000,0.7000,Normal
,Dec,01,02 Dec 2025,1.0297,1.1141411442,1.1348,1.2564,1.4058,2463,1.2000,0.6000,Normal
,,02,03 Dec 2025,0.9457,1.1141700112,1.1212,1.2565,1.3993,3123,1.2000,0.6000,Normal
,,03,04 Dec 2025,0.9624,1.1141993886,1.1190,1.2508,1.3946,2944,1.2000,0.6000,Normal
,,04,05 Dec 2025,1.0027,1.1142299971,1.1199,1.2456,1.3915,2601,1.1000,0.6000,Normal
,,05,08 Dec 2025,1.1351,1.1143339501,1.1445,1.2269,1.3860,2036,1.2000,0.7000,Normal
,,08,09 Dec 2025,1.1503,1.1143690684,1.1516,1.2216,1.3843,1696,1.3000,0.5000,Normal
,,09,10 Dec 2025,1.0664,1.1144016263,1.1558,1.2144,1.3818,2099,1.2500,0.6000,Normal
,,10,11 Dec 2025,1.0377,1.1144333089,1.1541,1.2101,1.3777,2225,1.3000,0.6000,Normal
,,11,12 Dec 2025,1.0593,1.1144656519,1.1563,1.2069,1.3731,3891,1.2000,0.6000,Normal
,,12,15 Dec 2025,1.1768,1.1145734467,1.1759,1.2004,1.3637,4046,1.2000,0.6000,Normal
,,15,16 Dec 2025,1.1563,1.1146087558,1.1804,1.1980,1.3604,3447,1.3000,0.6000,Normal
,,16,17 Dec 2025,1.2652,1.1146473915,1.1886,1.1995,1.3576,3854,1.3500,0.6000,Normal
,,17,18 Dec 2025,1.2629,1.1146859583,1.1878,1.2011,1.3554,3716,1.4000,0.6000,Normal
,,18,19 Dec 2025,1.2790,1.1147250181,1.1920,1.2029,1.3525,3388,1.5500,0.9000,Normal
,,19,22 Dec 2025,1.3529,1.1148489725,1.1836,1.1968,1.3454,2592,1.4500,0.8000,Normal
,,22,23 Dec 2025,1.3290,1.1148895652,1.1722,1.1958,1.3429,1498,1.5000,0.8000,Normal
,,23,24 Dec 2025,1.2776,1.1149285894,1.1592,1.1954,1.3407,1415,1.5000,0.6000,Normal
,,24,26 Dec 2025,1.2334,1.1150039402,1.1633,1.1946,1.3354,1860,1.4000,0.7000,Normal
,,26,29 Dec 2025,1.2221,1.1151159385,1.1690,1.1895,1.3276,2538,1.4000,0.7000,Normal
,,29,30 Dec 2025,1.3414,1.1151569198,1.1787,1.1891,1.3260,4046,1.6000,0.7000,Normal
,,30,31 Dec 2025,1.3212,1.1151972854,1.1833,1.1906,1.3260,1634,1.5000,0.7000,Normal
,,31,02 Jan 2026,0.8949,1.1152519698,1.1739,1.1857,1.3195,988,1.2000,0.5000,Normal


SORA Value Date,,,SORA Publication Date,SORA,SORA Index,Compound SORA - 1 month,Compound SORA - 3 month,Compound SORA - 6 month,Aggregate Volume of SORA Transactions (S$ MILLIONS),Highest Transacted Rate,Lowest Transacted Rate,SORA Calculation Method
2026,Jan,02,05 Jan 2026,1.0119,1.1153447252,1.1779,1.1797,1.3111,3620,1.2500,0.7000,Normal
,,05,06 Jan 2026,1.0970,1.1153782466,1.1767,1.1781,1.3090,3457,1.2000,0.7000,Normal
,,06,07 Jan 2026,1.1005,1.1154118761,1.1756,1.1793,1.3069,1951,1.2500,0.6000,Normal
,,07,08 Jan 2026,1.0180,1.1154429854,1.1718,1.1778,1.3037,1971,1.2500,0.6500,Normal
,,08,09 Jan 2026,1.0286,1.1154744195,1.1679,1.1754,1.3003,2217,1.2000,0.6000,Normal
,,09,12 Jan 2026,1.0545,1.1155710990,1.1679,1.1620,1.2906,3368,1.2500,0.6000,Normal
,,12,13 Jan 2026,0.9742,1.1156008740,1.1613,1.1569,1.2866,2993,1.2000,0.6000,Normal
,,13,14 Jan 2026,0.9285,1.1156292531,1.1533,1.1530,1.2823,5285,1.2500,0.4500,Normal
,,14,15 Jan 2026,1.0614,1.1156616950,1.1496,1.1505,1.2790,2311,1.2000,0.5000,Normal
,,15,16 Jan 2026,1.3342,1.1157024762,1.1554,1.1517,1.2780,2876,1.5000,0.6000,Normal
,,16,19 Jan 2026,1.2119,1.1158136094,1.1498,1.1499,1.2751,1104,1.4500,0.8000,Normal
,,19,20 Jan 2026,0.9821,1.1158436324,1.1378,1.1460,1.2732,2357,1.3000,0.4500,Normal
,,20,21 Jan 2026,0.9284,1.1158720146,1.1241,1.1415,1.2711,2460,1.2500,0.5500,Normal
,,21,22 Jan 2026,0.9361,1.1159006329,1.1107,1.1383,1.2691,3336,1.2000,0.6000,Normal
,,22,23 Jan 2026,1.1667,1.1159363020,1.1054,1.1384,1.2675,2240,1.6000,0.6000,Normal
,,23,26 Jan 2026,1.3741,1.1160623355,1.1176,1.1436,1.2593,2442,1.8000,0.5000,Normal
,,26,27 Jan 2026,1.4489,1.1161066386,1.1250,1.1458,1.2570,2469,1.5500,0.5000,Normal
,,27,28 Jan 2026,1.2136,1.1161437484,1.1247,1.1465,1.2533,2626,1.3000,0.5000,Normal
,,28,29 Jan 2026,1.3100,1.1161838072,1.1275,1.1505,1.2507,2300,1.4000,0.8000,Normal
